"","metabolite","beta","se","p_val","metabolite_model"
"1","enyloleoylGPEP181",0.0276915731827257,0.107,0.79504606346825,"Continuous"
"2","enylpalmitoyl2arachidonoylGPCP160204",-0.09541686157705,0.101,0.345959363367717,"Continuous"
"3","enylpalmitoyl2arachidonoylGPEP160204",-0.0398525140817615,0.105,0.703868138389835,"Continuous"
"4","enylpalmitoyl2linoleoylGPCP160182",-0.121266256914742,0.113,0.284148466632295,"Continuous"
"5","enylpalmitoyl2linoleoylGPEP160182",-0.0363718664623716,0.115,0.751681411448815,"Continuous"
"6","enylpalmitoyl2oleoylGPCP160181",-0.0964033934112004,0.127,0.449451279936361,"Continuous"
"7","enylpalmitoyl2oleoylGPEP160181",-0.0861293224137365,0.12,0.474419614028326,"Continuous"
"8","enylpalmitoyl2palmitoleoylGPCP160161",0.0198047206067354,0.123,0.872469525518385,"Continuous"
"9","enylpalmitoyl2palmitoylGPCP160160",0.0335989090410575,0.127,0.791295238884137,"Continuous"
"10","enylpalmitoylGPCP160",0.0266714831132403,0.106,0.802167356836293,"Continuous"
"11","enylpalmitoylGPEP160",0.0313102728981188,0.112,0.779187949744287,"Continuous"
"12","enylstearoyl2arachidonoylGPEP180204",-0.0744281944195585,0.115,0.517222942646271,"Continuous"
"13","enylstearoyl2linoleoylGPEP180182",-0.0465776696945673,0.115,0.685186721812381,"Continuous"
"14","enylstearoyl2oleoylGPEP180181",-0.0720133291814468,0.136,0.596292787410804,"Continuous"
"15","enylstearoylGPEP180",0.0200684034553995,0.104,0.846886089909938,"Continuous"
"16","dilinoleoylGPC182182",-0.0603648141701091,0.108,0.5771290850404,"Continuous"
"17","dipalmitoylGPC160160",0.0270723355037821,0.11,0.806201709013765,"Continuous"
"18","dimethylurate13",-0.0826321023756979,0.102,0.418098579765155,"Continuous"
"19","anhydroglucitol15AG",-0.0877712028097214,0.102,0.39128999718864,"Continuous"
"20","dimethylurate17",-0.0373382226052335,0.098,0.702336758541233,"Continuous"
"21","heptadecenoate171n7",0.0672759880783494,0.109,0.535533685875117,"Continuous"
"22","nonadecenoate191n9",0.0885732697428578,0.104,0.396603486177481,"Continuous"
"23","undecenoate111n1",0.155915662636975,0.106,0.143002580095436,"Continuous"
"24","DiHOME1213",0.177807557729151,0.108,0.0984798446704189,"Continuous"
"25","HETE",0.145996443175479,0.12,0.22316732054869,"Continuous"
"26","HODE9HODE",0.0407668651970672,0.097,0.674124021997845,"Continuous"
"27","ahydroxyDHEA3sulfate",-0.152303049825263,0.108,0.157284545439809,"Continuous"
"28","hydroxypalmitate16",-0.0956863557753126,0.104,0.358401970410652,"Continuous"
"29","methylstearate",0.057787915027321,0.113,0.60752231633821,"Continuous"
"30","arachidonoylGPA204",0.157711891863465,0.096,0.10117560668168,"Continuous"
"31","arachidonoylGPC204n6",-0.0573974747570314,0.095,0.545218873658356,"Continuous"
"32","arachidonoylGPE204n6",-0.0622129331988684,0.102,0.542600485894399,"Continuous"
"33","arachidonoylGPI204",-0.147046389033115,0.097,0.130046586700427,"Continuous"
"34","arachidonylglycerol204",0.0536797490054885,0.099,0.58880293676897,"Continuous"
"35","dihomolinolenylglycerol203",0.0379427399581728,0.093,0.684726746115524,"Continuous"
"36","docosahexaenoylglycerol226",0.332716939286425,0.12,0.00565402963254712,"Continuous"
"37","lignoceroylGPC240",-0.122370917354999,0.104,0.237121146741031,"Continuous"
"38","linolenoylglycerol183",0.151113389498648,0.095,0.11282866416027,"Continuous"
"39","linolenoylGPC183",0.0817272333915428,0.084,0.331622430898729,"Continuous"
"40","linoleoyl2arachidonoylGPC182204n6",-0.186230929378667,0.111,0.0934033283408264,"Continuous"
"41","linoleoyl2linolenoylGPC182183",-0.0209333683334421,0.11,0.848438998985781,"Continuous"
"42","linoleoylglycerol1821",0.132426334214395,0.092,0.149766341628696,"Continuous"
"43","linoleoylGPA182",0.00390081751630007,0.098,0.968361629169081,"Continuous"
"44","linoleoylGPC182",-0.0254664545049787,0.099,0.797088941842957,"Continuous"
"45","linoleoylGPE182",-0.0397465267483859,0.092,0.665289743661632,"Continuous"
"46","linoleoylGPG182",-0.108396812599875,0.095,0.255339711828926,"Continuous"
"47","linoleoylGPI182",-0.0990894856276317,0.095,0.297813883254374,"Continuous"
"48","N1methyladenosine",0.148645210800407,0.141,0.292894826723027,"Continuous"
"49","methylhistamine",-0.0713497595902026,0.11,0.515977021009159,"Continuous"
"50","methylhistidine1",0.033581228680211,0.105,0.750206161708318,"Continuous"
