"metabolite","beta","se","p_val","p_val_Bonf","p_val_fdr","strata","pval_Bonf_neglog","pval_fdr_neglog","sig_Bonf","sig_fdr","is_continuous","p_val_fdr_named","sig_fdr_named"
"dilinoleoylGPE182182",0.0798135153154689,0.135529958759524,0.555928740870843,1,0.956891541507818,"1",0,0.0191372843694474,"Not Sig","Not Sig","Dichotomized",0.931180640958662,"Not Sig"
"trimethylurate",-0.0603403551785167,0.134479491517486,0.653651264269425,1,0.956891541507818,"1",0,0.0191372843694474,"Not Sig","Not Sig","Dichotomized",0.973214104578922,"Not Sig"
"alphahydroxypregnanoloneglucuronide",0.0482814582392032,0.117560894303275,0.681297523955663,1,0.957863845561428,"1",0,0.0186962188167809,"Not Sig","Not Sig","Dichotomized",0.98442059692275,"Not Sig"
"alphahydroxypregnenolone3sulfate",-0.00656765832275458,0.118015378782132,0.955619940078493,1,0.990496580227343,"1",0,0.00414701956103036,"Not Sig","Not Sig","Dichotomized",0.997729473000151,"Not Sig"
"methylurate",-0.237136454709628,0.113327981928801,0.0363956628204073,1,0.64602301506223,"1",0,0.189752009657424,"Not Sig","Not Sig","Dichotomized",0.406418234827882,"Not Sig"
"stearoylGPG180",0.0100413486027166,0.117440569109422,0.931862677404765,1,0.989845809291658,"1",0,0.00443245125003564,"Not Sig","Not Sig","Dichotomized",0.997729473000151,"Not Sig"
"hydroxypregnenolonemonosulfate1",0.19781833017097,0.12629223761812,0.117265805242947,1,0.690361008043137,"1",0,0.160923745783455,"Not Sig","Not Sig","Dichotomized",0.53623828849052,"Not Sig"
"acetamidophenolsulfate",-0.0924402491710718,0.125513648078064,0.46142914614264,1,0.956891541507818,"1",0,0.0191372843694474,"Not Sig","Not Sig","Dichotomized",0.912385375523902,"Not Sig"
"hydroxyphenylpropionate",0.0924772464137685,0.131197384357506,0.480890448149261,1,0.956891541507818,"1",0,0.0191372843694474,"Not Sig","Not Sig","Dichotomized",0.912385375523902,"Not Sig"
"hydroxyphenylpropionatesulfate",0.0299637006682419,0.117220883714904,0.798246260682062,1,0.977252989172808,"1",0,0.00999299249533592,"Not Sig","Not Sig","Dichotomized",0.997729473000151,"Not Sig"
"dimethylurate37",0.000310434860508496,0.109089584952591,0.997729473000151,1,0.997729473000151,"1",0,0.000987198502063709,"Not Sig","Not Sig","Dichotomized",0.997729473000151,"Not Sig"
