"metabolite","beta","se","p_val","p_val_Bonf","p_val_fdr","pval_Bonf_neglog","pval_fdr_neglog","sig_Bonf","sig_fdr","is_continuous","p_val_fdr_named","sig_fdr_named"
"enyloleoylGPEP181",0.0276915731827257,0.107,0.79504606346825,1,0.986136979774008,0,0.0060627550100244,"Not Sig","Not Sig","Imputed",0.990738166734059,"Not Sig"
"enylpalmitoyl2arachidonoylGPCP160204",-0.09541686157705,0.101,0.345959363367717,1,0.955859055344592,0,0.0196061411954438,"Not Sig","Not Sig","Imputed",0.986143112961739,"Not Sig"
"enylpalmitoyl2arachidonoylGPEP160204",-0.0398525140817615,0.105,0.703868138389835,1,0.986136979774008,0,0.0060627550100244,"Not Sig","Not Sig","Imputed",0.986875362849625,"Not Sig"
"enylpalmitoyl2linoleoylGPCP160182",-0.121266256914742,0.113,0.284148466632295,1,0.952632502554558,0,0.0210746050212735,"Not Sig","Not Sig","Imputed",0.986143112961739,"Not Sig"
"enylpalmitoyl2linoleoylGPEP160182",-0.0363718664623716,0.115,0.751681411448815,1,0.986136979774008,0,0.0060627550100244,"Not Sig","Not Sig","Imputed",0.986875362849625,"Not Sig"
"enylpalmitoyl2oleoylGPCP160181",-0.0964033934112004,0.127,0.449451279936361,1,0.971506198974568,0,0.0125544239145753,"Not Sig","Not Sig","Imputed",0.986143112961739,"Not Sig"
"enylpalmitoyl2oleoylGPEP160181",-0.0861293224137365,0.12,0.474419614028326,1,0.974673339377159,0,0.0111409132005021,"Not Sig","Not Sig","Imputed",0.986875362849625,"Not Sig"
"enylpalmitoyl2palmitoleoylGPCP160161",0.0198047206067354,0.123,0.872469525518385,1,0.992925809707672,0,0.00308320028435308,"Not Sig","Not Sig","Imputed",0.990738166734059,"Not Sig"
"enylpalmitoyl2palmitoylGPCP160160",0.0335989090410575,0.127,0.791295238884137,1,0.986136979774008,0,0.0060627550100244,"Not Sig","Not Sig","Imputed",0.990738166734059,"Not Sig"
"enylpalmitoylGPCP160",0.0266714831132403,0.106,0.802167356836293,1,0.989426047468879,0,0.00461666065558743,"Not Sig","Not Sig","Imputed",0.990738166734059,"Not Sig"
"enylpalmitoylGPEP160",0.0313102728981188,0.112,0.779187949744287,1,0.986136979774008,0,0.0060627550100244,"Not Sig","Not Sig","Imputed",0.990738166734059,"Not Sig"
"enylstearoyl2arachidonoylGPEP180204",-0.0744281944195585,0.115,0.517222942646271,1,0.977175338758219,0,0.0100275019691392,"Not Sig","Not Sig","Imputed",0.986875362849625,"Not Sig"
"enylstearoyl2linoleoylGPEP180182",-0.0465776696945673,0.115,0.685186721812381,1,0.986136979774008,0,0.0060627550100244,"Not Sig","Not Sig","Imputed",0.986875362849625,"Not Sig"
"enylstearoyl2oleoylGPEP180181",-0.0720133291814468,0.136,0.596292787410804,1,0.979800333583916,0,0.0088624170192784,"Not Sig","Not Sig","Imputed",0.986875362849625,"Not Sig"
"enylstearoylGPEP180",0.0200684034553995,0.104,0.846886089909938,1,0.992925809707672,0,0.00308320028435308,"Not Sig","Not Sig","Imputed",0.990738166734059,"Not Sig"
"dilinoleoylGPC182182",-0.0603648141701091,0.108,0.5771290850404,1,0.979800333583916,0,0.0088624170192784,"Not Sig","Not Sig","Imputed",0.986875362849625,"Not Sig"
"dipalmitoylGPC160160",0.0270723355037821,0.11,0.806201709013765,1,0.989426047468879,0,0.00461666065558743,"Not Sig","Not Sig","Imputed",0.990738166734059,"Not Sig"
"dimethylurate13",-0.0826321023756979,0.102,0.418098579765155,1,0.961305941710675,0,0.0171383733602595,"Not Sig","Not Sig","Imputed",0.986143112961739,"Not Sig"
"anhydroglucitol15AG",-0.0877712028097214,0.102,0.39128999718864,1,0.957710789519925,0,0.0187656198134016,"Not Sig","Not Sig","Imputed",0.986143112961739,"Not Sig"
"dimethylurate17",-0.0373382226052335,0.098,0.702336758541233,1,0.986136979774008,0,0.0060627550100244,"Not Sig","Not Sig","Imputed",0.986875362849625,"Not Sig"
"heptadecenoate171n7",0.0672759880783494,0.109,0.535533685875117,1,0.977175338758219,0,0.0100275019691392,"Not Sig","Not Sig","Imputed",0.986875362849625,"Not Sig"
"nonadecenoate191n9",0.0885732697428578,0.104,0.396603486177481,1,0.957710789519925,0,0.0187656198134016,"Not Sig","Not Sig","Imputed",0.986143112961739,"Not Sig"
