"","metabolite","BIOCHEMICAL","SUPER_PATHWAY","SUB_PATHWAY","PLATFORM","MASS","HMDB","unique","beta_imp","se_imp","p_val_imp","p_val_fdr_imp","beta_comp","se_comp","p_val_comp","p_val_fdr_comp"
"1","arabinose","arabinose","Carbohydrate","Pentose Metabolism","LC/MS Polar",195.051,"HMDB00646","Complete-case only",0.419,0.106,"7.88e-05","7.09e-02",0.515,0.128,"6.15e-05","3.93e-02"
