"metabolite","beta","se","p_val","p_val_Bonf","p_val_fdr","pval_Bonf_neglog","pval_fdr_neglog","sig_Bonf","sig_fdr","is_continuous","p_val_fdr_named","sig_fdr_named"
"enyloleoylGPEP181",0.0299832172365399,0.107,0.779767837416802,1,0.994812305436284,0,0.00225885131723769,"Not Sig","Not Sig","Complete-cases",0.981702965658718,"Not Sig"
"enylpalmitoyl2arachidonoylGPCP160204",-0.0954168615770503,0.101,0.345959363367715,1,0.947482472285698,0,0.0234288154073951,"Not Sig","Not Sig","Complete-cases",0.957294917819707,"Not Sig"
"enylpalmitoyl2arachidonoylGPEP160204",-0.0398525140817609,0.105,0.703868138389839,1,0.994812305436284,0,0.00225885131723769,"Not Sig","Not Sig","Complete-cases",0.981702965658718,"Not Sig"
"enylpalmitoyl2linoleoylGPCP160182",-0.121266256914742,0.113,0.284148466632295,1,0.918056453966788,0,0.0371306119442791,"Not Sig","Not Sig","Complete-cases",0.950632828157258,"Not Sig"
"enylpalmitoyl2linoleoylGPEP160182",-0.0363718664623713,0.115,0.751681411448817,1,0.994812305436284,0,0.00225885131723769,"Not Sig","Not Sig","Complete-cases",0.981702965658718,"Not Sig"
"enylpalmitoyl2oleoylGPCP160181",-0.0964033934112005,0.127,0.449451279936361,1,0.950721648618326,0,0.0219466167785454,"Not Sig","Not Sig","Complete-cases",0.973557179251982,"Not Sig"
"enylpalmitoyl2oleoylGPEP160181",-0.0861293224137367,0.12,0.474419614028325,1,0.967407776738631,0,0.0143904257535387,"Not Sig","Not Sig","Complete-cases",0.981702965658718,"Not Sig"
"enylpalmitoyl2palmitoleoylGPCP160161",0.0192089962364189,0.125,0.877517309023016,1,0.998631251701657,0,0.00059484702394334,"Not Sig","Not Sig","Complete-cases",0.992043834241928,"Not Sig"
"enylpalmitoyl2palmitoylGPCP160160",0.0336145878934035,0.127,0.791053024973994,1,0.994812305436284,0,0.00225885131723769,"Not Sig","Not Sig","Complete-cases",0.981702965658718,"Not Sig"
"enylpalmitoylGPCP160",0.02667148311324,0.106,0.802167356836296,1,0.994812305436284,0,0.00225885131723769,"Not Sig","Not Sig","Complete-cases",0.981702965658718,"Not Sig"
"enylpalmitoylGPEP160",0.0313102728981194,0.112,0.779187949744283,1,0.994812305436284,0,0.00225885131723769,"Not Sig","Not Sig","Complete-cases",0.981702965658718,"Not Sig"
"enylstearoyl2arachidonoylGPEP180204",-0.0744281944195582,0.115,0.517222942646273,1,0.982546249485132,0,0.00764699777345781,"Not Sig","Not Sig","Complete-cases",0.981702965658718,"Not Sig"
"enylstearoyl2linoleoylGPEP180182",-0.046577669694567,0.115,0.685186721812382,1,0.994812305436284,0,0.00225885131723769,"Not Sig","Not Sig","Complete-cases",0.981702965658718,"Not Sig"
"enylstearoyl2oleoylGPEP180181",-0.0736223101078611,0.137,0.590810101327606,1,0.993748586358259,0,0.0027234761339579,"Not Sig","Not Sig","Complete-cases",0.981702965658718,"Not Sig"
"enylstearoylGPEP180",0.0200684034553997,0.104,0.846886089909937,1,0.998631251701657,0,0.00059484702394334,"Not Sig","Not Sig","Complete-cases",0.985945115746397,"Not Sig"
"dilinoleoylGPC182182",-0.0603648141701091,0.108,0.577129085040401,1,0.991238954496177,0,0.00382163904693696,"Not Sig","Not Sig","Complete-cases",0.981702965658718,"Not Sig"
"dipalmitoylGPC160160",0.0270723355037822,0.11,0.806201709013765,1,0.994812305436284,0,0.00225885131723769,"Not Sig","Not Sig","Complete-cases",0.981702965658718,"Not Sig"
"dimethylurate13",-0.16168948986568,0.145,0.263866425451147,1,0.907176730779004,0,0.0423080980277583,"Not Sig","Not Sig","Complete-cases",0.937267623634216,"Not Sig"
"anhydroglucitol15AG",-0.163491954357712,0.098,0.0941499299368137,1,0.852704696046945,0,0.0692013452474271,"Not Sig","Not Sig","Complete-cases",0.865345539249468,"Not Sig"
"dimethylurate17",-0.056077606186563,0.108,0.605112850070078,1,0.994812305436284,0,0.00225885131723769,"Not Sig","Not Sig","Complete-cases",0.981702965658718,"Not Sig"
"heptadecenoate171n7",0.06727598807835,0.109,0.535533685875113,1,0.983999684811758,0,0.00700504067895957,"Not Sig","Not Sig","Complete-cases",0.981702965658718,"Not Sig"
"nonadecenoate191n9",0.0885732697428596,0.104,0.39660348617747,1,0.950721648618326,0,0.0219466167785454,"Not Sig","Not Sig","Complete-cases",0.960325309513829,"Not Sig"
"undecenoate111n1",0.155915662636975,0.106,0.143002580095437,1,0.855228906050568,0,0.0679176287463088,"Not Sig","Not Sig","Complete-cases",0.865345539249468,"Not Sig"
"DiHOME1213",0.189443680253255,0.161,0.239563627055946,1,0.883390731967122,0,0.0538471614243011,"Not Sig","Not Sig","Complete-cases",0.903071239749861,"Not Sig"
"HETE",0.216135431365109,0.121,0.0745003592996731,1,0.835669152147043,0,0.0779656290636314,"Not Sig","Not Sig","Complete-cases",0.86477456204499,"Not Sig"
"HODE9HODE",0.0115117567206904,0.097,0.905089739105142,1,0.998631251701657,0,0.00059484702394334,"Not Sig","Not Sig","Complete-cases",0.992043834241928,"Not Sig"
"ahydroxyDHEA3sulfate",-0.155838377886212,0.109,0.151890899643571,1,0.855228906050568,0,0.0679176287463088,"Not Sig","Not Sig","Complete-cases",0.865345539249468,"Not Sig"
