"","metabolite","beta","se","p_val","metabolite_model"
"1","enyloleoylGPEP181",-0.360598551783723,0.179,0.0444105607780689,"Continuous"
"2","enylpalmitoyl2arachidonoylGPCP160204",-0.197432770705359,0.222,0.373583212645426,"Continuous"
"3","enylpalmitoyl2arachidonoylGPEP160204",-0.216355385426649,0.206,0.292819436721577,"Continuous"
"4","enylpalmitoyl2linoleoylGPCP160182",0.0333136508562171,0.189,0.859947533070987,"Continuous"
"5","enylpalmitoyl2linoleoylGPEP160182",-0.0617552158648327,0.191,0.745848124885678,"Continuous"
"6","enylpalmitoyl2oleoylGPCP160181",0.00186547636882266,0.213,0.992996589457459,"Continuous"
"7","enylpalmitoyl2oleoylGPEP160181",-0.203371078100827,0.18,0.259046102259114,"Continuous"
"8","enylpalmitoyl2palmitoleoylGPCP160161",-0.141015951165025,0.227,0.533957232228355,"Continuous"
"9","enylpalmitoyl2palmitoylGPCP160160",0.0341324002874856,0.227,0.880271332370187,"Continuous"
"10","enylpalmitoylGPCP160",-0.245673091614976,0.206,0.232984551727491,"Continuous"
"11","enylpalmitoylGPEP160",-0.402493099115845,0.194,0.0384812397710205,"Continuous"
"12","enylstearoyl2arachidonoylGPEP180204",-0.234887588463217,0.215,0.275590650436726,"Continuous"
"13","enylstearoyl2linoleoylGPEP180182",-0.0443413356275162,0.185,0.810142905842972,"Continuous"
"14","enylstearoyl2oleoylGPEP180181",-0.0276483894636773,0.18,0.877616940022394,"Continuous"
"15","enylstearoylGPEP180",-0.34421657080359,0.205,0.092746439853128,"Continuous"
"16","dilinoleoylGPC182182",0.385234115280942,0.199,0.0525385952384743,"Continuous"
"17","dipalmitoylGPC160160",-0.071425455889804,0.216,0.741151227666934,"Continuous"
"18","dimethylurate13",-0.220201547106083,0.216,0.307294738219877,"Continuous"
"19","anhydroglucitol15AG",0.224437437941672,0.224,0.315401105011585,"Continuous"
"20","dimethylurate17",-0.286930662365348,0.215,0.18291593980702,"Continuous"
"21","heptadecenoate171n7",-0.20987440064642,0.226,0.353327693795204,"Continuous"
"22","nonadecenoate191n9",-0.280764670763214,0.22,0.20220133227538,"Continuous"
"23","undecenoate111n1",0.0542562266128886,0.171,0.750469614601988,"Continuous"
"24","DiHOME1213",0.340466021820438,0.203,0.0936870732374482,"Continuous"
"25","HETE",0.166169241581327,0.207,0.421879577275064,"Continuous"
"26","HODE9HODE",-0.130486215177049,0.188,0.486790919207192,"Continuous"
"27","ahydroxyDHEA3sulfate",0.4786267482335,0.211,0.0231417112899691,"Continuous"
"28","hydroxypalmitate16",-0.148922357190167,0.233,0.521957699197867,"Continuous"
"29","methylstearate",-0.267485912576086,0.193,0.166033002942304,"Continuous"
