"","metabolite","beta","se","p_val","metabolite_model"
"1","enyloleoylGPEP181",-0.35292936622675,0.178,0.0469035688885565,"Continuous"
"2","enylpalmitoyl2arachidonoylGPCP160204",-0.213809565193447,0.219,0.329444349088613,"Continuous"
"3","enylpalmitoyl2arachidonoylGPEP160204",-0.238015452125776,0.211,0.259874468637769,"Continuous"
"4","enylpalmitoyl2linoleoylGPCP160182",0.0180286447873658,0.19,0.924567749803048,"Continuous"
"5","enylpalmitoyl2linoleoylGPEP160182",-0.0732907331757647,0.192,0.702979596074326,"Continuous"
"6","enylpalmitoyl2oleoylGPCP160181",-0.00216030579174125,0.211,0.991832749533482,"Continuous"
"7","enylpalmitoyl2oleoylGPEP160181",-0.217948737986594,0.182,0.230964084574603,"Continuous"
"8","enylpalmitoyl2palmitoleoylGPCP160161",-0.151009172994634,0.22,0.492860075923374,"Continuous"
"9","enylpalmitoyl2palmitoylGPCP160160",0.0317580432087111,0.218,0.884034916029955,"Continuous"
"10","enylpalmitoylGPCP160",-0.225179791190046,0.2,0.260327035937743,"Continuous"
"11","enylpalmitoylGPEP160",-0.391193839697747,0.192,0.0419609968937367,"Continuous"
"12","enylstearoyl2arachidonoylGPEP180204",-0.263692632574187,0.218,0.226851556559938,"Continuous"
"13","enylstearoyl2linoleoylGPEP180182",-0.0744493450682237,0.185,0.686850579445766,"Continuous"
"14","enylstearoyl2oleoylGPEP180181",-0.0694619407755628,0.18,0.70030740310126,"Continuous"
"15","enylstearoylGPEP180",-0.342836965836275,0.202,0.0889645977197205,"Continuous"
"16","dilinoleoylGPC182182",0.372649991867744,0.196,0.0575965369457255,"Continuous"
"17","dipalmitoylGPC160160",-0.090377629990758,0.209,0.665855198611897,"Continuous"
"18","dimethylurate13",-0.280478787484195,0.213,0.186960296030668,"Continuous"
"19","anhydroglucitol15AG",0.208708229663104,0.211,0.323338564068692,"Continuous"
"20","dimethylurate17",-0.317809186479849,0.21,0.129292763270507,"Continuous"
"21","heptadecenoate171n7",-0.17983606368815,0.226,0.426967737529053,"Continuous"
"22","nonadecenoate191n9",-0.248308716522665,0.221,0.26130629751566,"Continuous"
