"metabolite","beta","se","p_val","p_val_Bonf","p_val_fdr","pval_Bonf_neglog","pval_fdr_neglog","sig_Bonf","sig_fdr","is_continuous","p_val_fdr_named","sig_fdr_named"
"dilinoleoylGPE182182",-0.00914281776987304,0.013,0.481562798456772,1,0.948915575808034,0,0.0227724246556226,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"trimethylurate",-0.014367401689592,0.01,0.142872920142303,1,0.848105973535567,0,0.0715498778774849,"Not Sig","Not Sig","Dichotomized",0.963237074467997,"Not Sig"
"alphahydroxypregnanoloneglucuronide",0.0125398545520579,0.013,0.319286086617163,1,0.948915575808034,0,0.0227724246556226,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"alphahydroxypregnenolone3sulfate",-0.000516364537114441,0.012,0.965838750220847,1,0.998426807830489,0,0.000683766667509817,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"methylurate",-0.0182094991054934,0.011,0.0858149203637392,1,0.676984371758387,0,0.169421356924067,"Not Sig","Not Sig","Dichotomized",0.783476628287326,"Not Sig"
"stearoylGPG180",-0.0160620529030799,0.011,0.152409806592022,1,0.853011373736132,0,0.0690451780729111,"Not Sig","Not Sig","Dichotomized",0.963237074467997,"Not Sig"
"hydroxypregnenolonemonosulfate1",-0.00620522762601828,0.011,0.582123908877773,1,0.978962826283575,0,0.0092337991533812,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"acetamidophenolsulfate",0.00076622034413326,0.012,0.950519497166761,1,0.998426807830489,0,0.000683766667509817,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"hydroxyphenylpropionate",-0.00590365307246557,0.011,0.585998874888056,1,0.978962826283575,0,0.0092337991533812,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"hydroxyphenylpropionatesulfate",-0.00808114790377586,0.012,0.486664468543981,1,0.948915575808034,0,0.0227724246556226,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"dimethylurate37",-0.0138347789744815,0.011,0.197903729602316,1,0.855232933440393,0,0.0679155835990425,"Not Sig","Not Sig","Dichotomized",0.968460955614191,"Not Sig"
"acetaminophensulfate",-0.00730458627138375,0.012,0.527984630801481,1,0.954581189507228,0,0.0201871278722494,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"acetylphenolsulfate4",0.00209209343621793,0.011,0.843074862974473,1,0.998426807830489,0,0.000683766667509817,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"hydroxyphenylacetate4",-0.00798847213346157,0.01,0.425192260166269,1,0.948915575808034,0,0.0227724246556226,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"vinylguaiacolsulfate",-0.0170086822931197,0.012,0.158143400285791,1,0.853011373736132,0,0.0690451780729111,"Not Sig","Not Sig","Dichotomized",0.963237074467997,"Not Sig"
"alphaandrostan3alpha17alphadiolmonosulfate",0.0088692405802046,0.011,0.399144130270222,1,0.948915575808034,0,0.0227724246556226,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"alphaandrostan3alpha17betadiol17glucuronide",0.0000266870991296709,0.014,0.998426807830489,1,0.998426807830489,0,0.000683766667509817,"Not Sig","Not Sig","Dichotomized",0.998426807830489,"Not Sig"
"alphaandrostan3alpha17betadioldisulfate",0.000897979845735058,0.012,0.940195348206371,1,0.998426807830489,0,0.000683766667509817,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"alphaandrostan3alpha17betadiolmonosulfate2",-0.00162283920138568,0.014,0.906131617875025,1,0.998426807830489,0,0.000683766667509817,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"alphapregnan3alphaorbeta20betadioldisulfate",0.00413872647815977,0.012,0.730655994704736,1,0.998426807830489,0,0.000683766667509817,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"hydroxyhexanoate5",-0.00736308044666073,0.011,0.488344720347948,1,0.948915575808034,0,0.0227724246556226,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"hydroxyindoleacetate",0.0027687673687614,0.011,0.806395356383968,1,0.998426807830489,0,0.000683766667509817,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"acesulfame",-0.00399903368556868,0.012,0.743725895128444,1,0.998426807830489,0,0.000683766667509817,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"adenosine35cyclicmonophosphatecAMP",-0.010223650125806,0.01,0.319345765448917,1,0.948915575808034,0,0.0227724246556226,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"ADSGEGDFXAEGGGVR",-0.00174364411941242,0.011,0.873778634932285,1,0.998426807830489,0,0.000683766667509817,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"alphaCEHCglucuronide",0.00947160717338828,0.011,0.399770993139641,1,0.948915575808034,0,0.0227724246556226,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"alphaCEHCsulfate",-0.00297385015983835,0.011,0.780286670588094,1,0.998426807830489,0,0.000683766667509817,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"benzoylcarnitine",-0.0102713269063142,0.016,0.525059900699058,1,0.954581189507228,0,0.0201871278722494,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"bradykinindesarg9",-0.0166535692911943,0.01,0.0935494481537106,1,0.699159033569837,0,0.155424026620491,"Not Sig","Not Sig","Dichotomized",0.783476628287326,"Not Sig"
"caffeicacidsulfate",-0.00175644108739939,0.012,0.881802435760462,1,0.998426807830489,0,0.000683766667509817,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"campesterol",0.00271102300028753,0.01,0.793463182502373,1,0.998426807830489,0,0.000683766667509817,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"chiroinositol",-0.00224982847522387,0.01,0.828812668365566,1,0.998426807830489,0,0.000683766667509817,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"cotinine",-0.00421680799255384,0.011,0.695203337233769,1,0.998426807830489,0,0.000683766667509817,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
"diacylglycerol16118221601831",0.0202695174548643,0.01,0.0504475232088998,1,0.594422931561274,0,0.225904444775037,"Not Sig","Not Sig","Dichotomized",0.675996810999257,"Not Sig"
"dihydroferulicacid",-0.00461300894411907,0.011,0.669324415883957,1,0.998426807830489,0,0.000683766667509817,"Not Sig","Not Sig","Dichotomized",0.995556865612258,"Not Sig"
