"metabolite","beta","se","p_val","p_val_Bonf","p_val_fdr","strata","pval_Bonf_neglog","pval_fdr_neglog","sig_Bonf","sig_fdr","is_continuous","p_val_fdr_named","sig_fdr_named"
"dilinoleoylGPE182182",1.23204069799213,0.987326501921222,0.212084019538855,1,0.776119398608208,"1",0,0.110071461515198,"Not Sig","Not Sig","Dichotomized",0.654241731927844,"Not Sig"
"trimethylurate",0.152283611562369,1.0092939976695,0.880069335536265,1,0.984014532646847,"1",0,0.00699848754251323,"Not Sig","Not Sig","Dichotomized",0.980330669839586,"Not Sig"
"alphahydroxypregnanoloneglucuronide",0.930381760428001,0.902720835467017,0.302708861041241,1,0.800007569100334,"1",0,0.0969059040043598,"Not Sig","Not Sig","Dichotomized",0.654241731927844,"Not Sig"
"alphahydroxypregnenolone3sulfate",0.464273770752422,0.917536459974979,0.612856403299215,1,0.984014532646847,"1",0,0.00699848754251323,"Not Sig","Not Sig","Dichotomized",0.954915791187149,"Not Sig"
"methylurate",-1.42688015011477,1.0289241542212,0.165512203948272,1,0.721213321243568,"1",0,0.141936260195415,"Not Sig","Not Sig","Dichotomized",0.652312803796132,"Not Sig"
"stearoylGPG180",-1.65406746131542,0.977427335566266,0.0905951867419287,1,0.645056364495094,"1",0,0.190402335411717,"Not Sig","Not Sig","Dichotomized",0.55180704651902,"Not Sig"
"hydroxypregnenolonemonosulfate1",1.82307467000621,0.926237874452278,0.0490384139886108,1,0.645056364495094,"1",0,0.190402335411717,"Not Sig","Not Sig","Dichotomized",0.421753118640624,"Not Sig"
"acetamidophenolsulfate",0.246865920152691,1.11514598370477,0.824800122918987,1,0.984014532646847,"1",0,0.00699848754251323,"Not Sig","Not Sig","Dichotomized",0.980330669839586,"Not Sig"
"hydroxyphenylpropionate",1.23390545325957,1.00454066939209,0.219323855877852,1,0.776119398608208,"1",0,0.110071461515198,"Not Sig","Not Sig","Dichotomized",0.654241731927844,"Not Sig"
"hydroxyphenylpropionatesulfate",1.08978928745008,0.918833044753513,0.235599393604641,1,0.778025904461839,"1",0,0.109005942884934,"Not Sig","Not Sig","Dichotomized",0.654241731927844,"Not Sig"
"dimethylurate37",-0.531823979072128,0.889915123676113,0.550098838735337,1,0.984014532646847,"1",0,0.00699848754251323,"Not Sig","Not Sig","Dichotomized",0.91343339937564,"Not Sig"
"acetaminophensulfate",-1.66506338218546,1.07098269830445,0.120016070447289,1,0.681691280140599,"1",0,0.166412261247314,"Not Sig","Not Sig","Dichotomized",0.574362622854881,"Not Sig"
"acetylphenolsulfate4",1.09865439126786,1.00362468435311,0.27365400575612,1,0.793038139129982,"1",0,0.100705925903838,"Not Sig","Not Sig","Dichotomized",0.654241731927844,"Not Sig"
"hydroxyphenylacetate4",-0.330105950715271,0.978296489010658,0.735793260767239,1,0.984014532646847,"1",0,0.00699848754251323,"Not Sig","Not Sig","Dichotomized",0.980330669839586,"Not Sig"
