"metabolite","beta","se","p_val","p_val_Bonf","p_val_fdr","strata","pval_Bonf_neglog","pval_fdr_neglog","sig_Bonf","sig_fdr","is_continuous","p_val_fdr_named","sig_fdr_named"
"dilinoleoylGPE182182",0.100691838927814,0.364152819379119,0.782156500597423,1,0.895695347458339,"1",0,0.0478396816506907,"Not Sig","Not Sig","Dichotomized",0.952114682602739,"Not Sig"
"trimethylurate",-0.173180876097638,0.408632542361314,0.671707386156415,1,0.877861868128506,"1",0,0.0565738151064646,"Not Sig","Not Sig","Dichotomized",0.937816824309485,"Not Sig"
"alphahydroxypregnanoloneglucuronide",-0.144510337847392,0.42474048739191,0.733681764240024,1,0.877861868128506,"1",0,0.0565738151064646,"Not Sig","Not Sig","Dichotomized",0.937816824309485,"Not Sig"
"alphahydroxypregnenolone3sulfate",-0.0836455863854589,0.337588480815942,0.804309414535109,1,0.913695494911883,"1",0,0.0391985164253574,"Not Sig","Not Sig","Dichotomized",0.952114682602739,"Not Sig"
"methylurate",-0.13182342965538,0.317330314287753,0.677838918547154,1,0.877861868128506,"1",0,0.0565738151064646,"Not Sig","Not Sig","Dichotomized",0.937816824309485,"Not Sig"
"stearoylGPG180",-0.136849882068363,0.411931976995654,0.739727100708201,1,0.877861868128506,"1",0,0.0565738151064646,"Not Sig","Not Sig","Dichotomized",0.937816824309485,"Not Sig"
"hydroxypregnenolonemonosulfate1",-0.191883028623686,0.321680086390415,0.550839474443593,1,0.868518458472144,"1",0,0.0612209471335085,"Not Sig","Not Sig","Dichotomized",0.937816824309485,"Not Sig"
"acetamidophenolsulfate",-0.689009002286814,0.347573527512247,0.0474411691842291,1,0.449109734944035,"1",0,0.347647531028013,"Not Sig","Not Sig","Dichotomized",0.433962243719288,"Not Sig"
"hydroxyphenylpropionate",0.15559998368587,0.33490811477033,0.6422143530956,1,0.868518458472144,"1",0,0.0612209471335085,"Not Sig","Not Sig","Dichotomized",0.937816824309485,"Not Sig"
"hydroxyphenylpropionatesulfate",-0.104697869508093,0.308830107425505,0.734598843361469,1,0.877861868128506,"1",0,0.0565738151064646,"Not Sig","Not Sig","Dichotomized",0.937816824309485,"Not Sig"
"dimethylurate37",-0.32841091392561,0.355804082610893,0.356001719136439,1,0.72217491596249,"1",0,0.141357600440161,"Not Sig","Not Sig","Dichotomized",0.745378599441919,"Not Sig"
"acetaminophensulfate",-0.324215413994123,0.505028380596849,0.520889647663813,1,0.868518458472144,"1",0,0.0612209471335085,"Not Sig","Not Sig","Dichotomized",0.937816824309485,"Not Sig"
"acetylphenolsulfate4",-0.986506108566722,0.378128589004259,0.00908292669044913,1,0.322443897510944,"1",0,0.491545837992888,"Not Sig","Not Sig","Dichotomized",0.401297725165697,"Not Sig"
"hydroxyphenylacetate4",-0.182057049572472,0.359616754909584,0.612679075161957,1,0.868518458472144,"1",0,0.0612209471335085,"Not Sig","Not Sig","Dichotomized",0.937816824309485,"Not Sig"
"vinylguaiacolsulfate",0.303137545817544,0.360491742796762,0.400403897349053,1,0.778867855117335,"1",0,0.108536219684988,"Not Sig","Not Sig","Dichotomized",0.812941246132925,"Not Sig"
"alphaandrostan3alpha17alphadiolmonosulfate",0.436742930853451,0.34270750571789,0.202525324840834,1,0.623646522526847,"1",0,0.205061494953574,"Not Sig","Not Sig","Dichotomized",0.68570375073563,"Not Sig"
"alphaandrostan3alpha17betadiol17glucuronide",-0.272088690713043,0.514943689739398,0.597231918374433,1,0.868518458472144,"1",0,0.0612209471335085,"Not Sig","Not Sig","Dichotomized",0.937816824309485,"Not Sig"
"alphaandrostan3alpha17betadioldisulfate",0.0453198747667307,0.385103340177689,0.90631933434517,1,0.948455280503061,"1",0,0.022983141199784,"Not Sig","Not Sig","Dichotomized",0.964382555687414,"Not Sig"
"alphaandrostan3alpha17betadiolmonosulfate2",0.144642962419922,0.41174567221918,0.7253692928999,1,0.877861868128506,"1",0,0.0565738151064646,"Not Sig","Not Sig","Dichotomized",0.937816824309485,"Not Sig"
"alphapregnan3alphaorbeta20betadioldisulfate",-0.061807288866271,0.368646362301296,0.866850681175628,1,0.939639669671291,"1",0,0.0270386564797199,"Not Sig","Not Sig","Dichotomized",0.952114682602739,"Not Sig"
"hydroxyhexanoate5",0.498321957424239,0.388548243129581,0.199659333081202,1,0.623646522526847,"1",0,0.205061494953574,"Not Sig","Not Sig","Dichotomized",0.68570375073563,"Not Sig"
"hydroxyindoleacetate",-0.370824458712251,0.338687890053664,0.273566803754591,1,0.643708411160202,"1",0,0.191310816027787,"Not Sig","Not Sig","Dichotomized",0.689312356347255,"Not Sig"
"acesulfame",0.827056386372313,0.32914244389931,0.0119790365721103,1,0.340204638647934,"1",0,0.468259769131836,"Not Sig","Not Sig","Dichotomized",0.401297725165697,"Not Sig"
"adenosine35cyclicmonophosphatecAMP",-0.00899258962303056,0.331055070109512,0.978329387423203,1,0.978444384186099,"1",0,0.00946385506221932,"Not Sig","Not Sig","Dichotomized",0.978444384186099,"Not Sig"
"ADSGEGDFXAEGGGVR",-0.481214038846646,0.423742870979389,0.256112512771829,1,0.643708411160202,"1",0,0.191310816027787,"Not Sig","Not Sig","Dichotomized",0.689312356347255,"Not Sig"
"alphaCEHCglucuronide",-0.533265776182366,0.372206692916158,0.151939559000089,1,0.617405630505371,"1",0,0.209429414234774,"Not Sig","Not Sig","Dichotomized",0.679725917152627,"Not Sig"
"alphaCEHCsulfate",-0.0368089538910668,0.455513888949351,0.935595016711671,1,0.955787714914081,"1",0,0.0196385559237338,"Not Sig","Not Sig","Dichotomized",0.964382555687414,"Not Sig"
"benzoylcarnitine",1.28890092769518,0.589821938076642,0.028871448441391,1,0.449109734944035,"1",0,0.347647531028013,"Not Sig","Not Sig","Dichotomized",0.433962243719288,"Not Sig"
"bradykinindesarg9",0.700680950966643,0.382281267503811,0.0668183714461416,1,0.499379407650111,"1",0,0.301569370131073,"Not Sig","Not Sig","Dichotomized",0.477558753637492,"Not Sig"
