"","metabolite","beta","se","p_val","metabolite_model"
"1","enyloleoylGPEP181",-0.0115469651985492,0.009,0.222748517014823,"Continuous"
"2","enylpalmitoyl2arachidonoylGPCP160204",0.00456871053769743,0.012,0.695334814213797,"Continuous"
"3","enylpalmitoyl2arachidonoylGPEP160204",0.00599010069998139,0.01,0.56128318044756,"Continuous"
"4","enylpalmitoyl2linoleoylGPCP160182",-0.00501344303119316,0.01,0.621685931119475,"Continuous"
"5","enylpalmitoyl2linoleoylGPEP160182",-0.00628656569801431,0.01,0.52299228905207,"Continuous"
"6","enylpalmitoyl2oleoylGPCP160181",0.0083034559395491,0.012,0.505021612787558,"Continuous"
"7","enylpalmitoyl2oleoylGPEP160181",-0.00111373706704209,0.01,0.911610219473538,"Continuous"
"8","enylpalmitoyl2palmitoleoylGPCP160161",0.0136925844937719,0.012,0.244364887444633,"Continuous"
"9","enylpalmitoyl2palmitoylGPCP160160",0.0134355130410644,0.012,0.268199795258117,"Continuous"
"10","enylpalmitoylGPCP160",-0.00711196180925712,0.011,0.522481164765169,"Continuous"
"11","enylpalmitoylGPEP160",-0.00541462871676593,0.01,0.593415104779482,"Continuous"
"12","enylstearoyl2arachidonoylGPEP180204",0.00970610388126384,0.011,0.397803419689361,"Continuous"
"13","enylstearoyl2linoleoylGPEP180182",-0.00246393405939624,0.011,0.816278592253464,"Continuous"
"14","enylstearoyl2oleoylGPEP180181",0.000618479272716828,0.012,0.957946733318329,"Continuous"
"15","enylstearoylGPEP180",-0.00651831171560119,0.011,0.534917764559901,"Continuous"
"16","dilinoleoylGPC182182",-0.0150510725821899,0.011,0.164938385753094,"Continuous"
"17","dipalmitoylGPC160160",0.0147373319635885,0.012,0.217713904280915,"Continuous"
"18","dimethylurate13",0.0183516483614866,0.015,0.211053738317358,"Continuous"
"19","anhydroglucitol15AG",-0.00602513902505633,0.012,0.621798359085059,"Continuous"
"20","dimethylurate17",0.0197850021462702,0.014,0.161394153973843,"Continuous"
"21","heptadecenoate171n7",0.0167842165150938,0.015,0.260353008617515,"Continuous"
"22","nonadecenoate191n9",0.0109024314030474,0.013,0.406918079043712,"Continuous"
"23","undecenoate111n1",-0.00511753874095486,0.01,0.608789106093913,"Continuous"
"24","DiHOME1213",-0.032797777155521,0.011,0.00371770801540672,"Continuous"
"25","HETE",0.00240665482770568,0.011,0.823914846195954,"Continuous"
"26","HODE9HODE",-0.00740036597078857,0.011,0.512733419303621,"Continuous"
"27","ahydroxyDHEA3sulfate",0.00749149647950277,0.011,0.480053436157086,"Continuous"
"28","hydroxypalmitate16",0.0153613740653185,0.014,0.289276536695568,"Continuous"
"29","methylstearate",0.0032408662852441,0.011,0.772787933999247,"Continuous"
"30","arachidonoylGPA204",0.00308976920565052,0.011,0.775523281218413,"Continuous"
"31","arachidonoylGPC204n6",0.0127397231038773,0.013,0.340314038146667,"Continuous"
"32","arachidonoylGPE204n6",0.0283222087460283,0.014,0.0429463898187424,"Continuous"
"33","arachidonoylGPI204",0.0198713403978502,0.012,0.0856094225814414,"Continuous"
"34","arachidonylglycerol204",0.0292250304504371,0.013,0.0255455359440259,"Continuous"
"35","dihomolinolenylglycerol203",0.0305737859705373,0.012,0.0120234207086633,"Continuous"
"36","docosahexaenoylglycerol226",0.0142210398464213,0.013,0.286641788298551,"Continuous"
"37","lignoceroylGPC240",-0.00174365165567148,0.012,0.883035164602041,"Continuous"
"38","linolenoylglycerol183",0.00596069831760998,0.012,0.614134016482442,"Continuous"
"39","linolenoylGPC183",0.00921922819115251,0.012,0.429830080268046,"Continuous"
"40","linoleoyl2arachidonoylGPC182204n6",0.00560615514218746,0.011,0.603842963538104,"Continuous"
