"","metabolite","beta","se","p_val","metabolite_model"
"1","enyloleoylGPEP181",-0.212353051377808,0.16697233811929,0.203449229729798,"Continuous"
"2","enylpalmitoyl2arachidonoylGPCP160204",-0.289710677721657,0.157289359805657,0.0654903312292938,"Continuous"
"3","enylpalmitoyl2arachidonoylGPEP160204",-0.224246761688962,0.14865083033704,0.131414591362071,"Continuous"
"4","enylpalmitoyl2linoleoylGPCP160182",-0.385798356242678,0.148128739685686,0.0092013761474714,"Continuous"
"5","enylpalmitoyl2linoleoylGPEP160182",-0.112198615917837,0.148563423979953,0.450114782040351,"Continuous"
"6","enylpalmitoyl2oleoylGPCP160181",-0.163880619959051,0.15865521156833,0.301634026164741,"Continuous"
"7","enylpalmitoyl2oleoylGPEP160181",-0.0491859768149074,0.136210759220528,0.718023202380336,"Continuous"
"8","enylpalmitoyl2palmitoleoylGPCP160161",-0.15447514397147,0.181789194537452,0.395464778931207,"Continuous"
"9","enylpalmitoyl2palmitoylGPCP160160",-0.145482761812443,0.160725247735699,0.365378333741691,"Continuous"
"10","enylpalmitoylGPCP160",-0.403827462807257,0.206224512784044,0.0502073329875861,"Continuous"
"11","enylpalmitoylGPEP160",-0.263294942955495,0.178084411299057,0.139278291280264,"Continuous"
"12","enylstearoyl2arachidonoylGPEP180204",-0.111634690798789,0.151981608138194,0.462627225445024,"Continuous"
"13","enylstearoyl2linoleoylGPEP180182",0.0151525409063162,0.144299030808173,0.91636952518907,"Continuous"
"14","enylstearoyl2oleoylGPEP180181",0.125659649473286,0.148517246869509,0.397499939548475,"Continuous"
"15","enylstearoylGPEP180",-0.209658614809676,0.177482440401862,0.237486682007402,"Continuous"
"16","dilinoleoylGPC182182",-0.241474226824087,0.143111846438768,0.0915435211721654,"Continuous"
"17","dipalmitoylGPC160160",-0.108306038423191,0.173332865468294,0.532073307559254,"Continuous"
"18","dimethylurate13",0.0229718650244858,0.168623555954981,0.891638156408612,"Continuous"
"19","anhydroglucitol15AG",-0.105451805885617,0.201585416564356,0.600896123811914,"Continuous"
"20","dimethylurate17",0.0127972378596503,0.14385535784526,0.929114443974079,"Continuous"
"21","heptadecenoate171n7",0.0104933806799544,0.174592192645369,0.952074211331993,"Continuous"
"22","nonadecenoate191n9",0.00445657581778489,0.165417445022143,0.978506481433418,"Continuous"
"23","undecenoate111n1",0.0686737211940888,0.207397628416195,0.74055304949559,"Continuous"
