"metabolite","beta","se","p_val","p_val_Bonf","p_val_fdr","strata","pval_Bonf_neglog","pval_fdr_neglog","sig_Bonf","sig_fdr","is_continuous","p_val_fdr_named","sig_fdr_named"
"dilinoleoylGPE182182",-0.221135277025845,0.95363217874801,0.816625478872707,1,0.92425935355183,"1",0,0.0342061456502941,"Not Sig","Not Sig","Dichotomized",0.887654126910584,"Not Sig"
"trimethylurate",-0.380329254006438,1.0716031378384,0.722652413357983,1,0.910183492119137,"1",0,0.0408710455013252,"Not Sig","Not Sig","Dichotomized",0.882101125821044,"Not Sig"
"alphahydroxypregnanoloneglucuronide",-0.246658857036854,0.871772090264709,0.777223128665445,1,0.92425935355183,"1",0,0.0342061456502941,"Not Sig","Not Sig","Dichotomized",0.887654126910584,"Not Sig"
"alphahydroxypregnenolone3sulfate",-0.799812700005626,0.888757857268386,0.368161790446268,1,0.848935590148398,"1",0,0.0711252589954728,"Not Sig","Not Sig","Dichotomized",0.836451243234451,"Not Sig"
"methylurate",-1.22596116523446,0.814042030636595,0.132062800708556,1,0.706543468332922,"1",0,0.150861114103603,"Not Sig","Not Sig","Dichotomized",0.721613578881933,"Not Sig"
"stearoylGPG180",0.647124371714845,0.900493137598461,0.472366878714543,1,0.872044561135386,"1",0,0.0594613222225468,"Not Sig","Not Sig","Dichotomized",0.867870639404947,"Not Sig"
"hydroxypregnenolonemonosulfate1",0.714489908827476,0.894246105723106,0.424298666186424,1,0.848935590148398,"1",0,0.0711252589954728,"Not Sig","Not Sig","Dichotomized",0.836451243234451,"Not Sig"
"acetamidophenolsulfate",-0.0469215109318672,0.940580436515418,0.96021347502255,1,0.981652295236073,"1",0,0.00804231363935114,"Not Sig","Not Sig","Dichotomized",0.990479721076224,"Not Sig"
"hydroxyphenylpropionate",0.300394412868851,0.852125001345099,0.724445411781319,1,0.910183492119137,"1",0,0.0408710455013252,"Not Sig","Not Sig","Dichotomized",0.882101125821044,"Not Sig"
"hydroxyphenylpropionatesulfate",-0.353757672738652,0.790594340642227,0.654544488351895,1,0.910183492119137,"1",0,0.0408710455013252,"Not Sig","Not Sig","Dichotomized",0.882101125821044,"Not Sig"
