"metabolite","beta","se","p_val","p_val_Bonf","p_val_fdr","pval_Bonf_neglog","pval_fdr_neglog","sig_Bonf","sig_fdr","is_continuous","p_val_fdr_named","sig_fdr_named"
"enyloleoylGPEP181",-0.0563101280246308,0.269,0.834165842450675,1,0.983895520975101,0,0.00705101648029627,"Not Sig","Not Sig","Complete-cases",0.974747489107084,"Not Sig"
"enylpalmitoyl2arachidonoylGPCP160204",0.145903436703022,0.284,0.607958616329391,1,0.980161431939059,0,0.00870239040284554,"Not Sig","Not Sig","Complete-cases",0.974747489107084,"Not Sig"
"enylpalmitoyl2arachidonoylGPEP160204",-0.0513343285249946,0.272,0.850282325749096,1,0.983895520975101,0,0.00705101648029627,"Not Sig","Not Sig","Complete-cases",0.974747489107084,"Not Sig"
"enylpalmitoyl2linoleoylGPCP160182",-0.173372553059897,0.283,0.540129233977765,1,0.980161431939059,0,0.00870239040284554,"Not Sig","Not Sig","Complete-cases",0.974747489107084,"Not Sig"
"enylpalmitoyl2linoleoylGPEP160182",-0.283754287677579,0.291,0.329358400663642,1,0.980161431939059,0,0.00870239040284554,"Not Sig","Not Sig","Complete-cases",0.974747489107084,"Not Sig"
"enylpalmitoyl2oleoylGPCP160181",-0.230444882831352,0.369,0.531885567026386,1,0.980161431939059,0,0.00870239040284554,"Not Sig","Not Sig","Complete-cases",0.974747489107084,"Not Sig"
"enylpalmitoyl2oleoylGPEP160181",-0.308608756691246,0.278,0.266166643661699,1,0.980161431939059,0,0.00870239040284554,"Not Sig","Not Sig","Complete-cases",0.974747489107084,"Not Sig"
"enylpalmitoyl2palmitoleoylGPCP160161",-0.155770202331135,0.343,0.649594792930305,1,0.980161431939059,0,0.00870239040284554,"Not Sig","Not Sig","Complete-cases",0.974747489107084,"Not Sig"
"enylpalmitoyl2palmitoylGPCP160160",-0.153387789117581,0.338,0.650165469224224,1,0.980161431939059,0,0.00870239040284554,"Not Sig","Not Sig","Complete-cases",0.974747489107084,"Not Sig"
"enylpalmitoylGPCP160",-0.032100659415366,0.3,0.914821077170411,1,0.984927604838642,0,0.0065956902887474,"Not Sig","Not Sig","Complete-cases",0.980005871145112,"Not Sig"
