"","metabolite","beta","se","p_val","metabolite_model"
"1","enyloleoylGPEP181",-0.0125086075952807,0.032,0.699808510955004,"Continuous"
"2","enylpalmitoyl2arachidonoylGPCP160204",-0.00499601340717301,0.035,0.887161113132466,"Continuous"
"3","enylpalmitoyl2arachidonoylGPEP160204",-0.017342449791731,0.034,0.61149292375138,"Continuous"
"4","enylpalmitoyl2linoleoylGPCP160182",-0.0163380499522072,0.034,0.629727744830363,"Continuous"
"5","enylpalmitoyl2linoleoylGPEP160182",-0.0228071750066654,0.034,0.500961305528299,"Continuous"
"6","enylpalmitoyl2oleoylGPCP160181",-0.032478918051391,0.039,0.408250034338165,"Continuous"
"7","enylpalmitoyl2oleoylGPEP160181",-0.0404482275965408,0.032,0.201242217734681,"Continuous"
"8","enylpalmitoyl2palmitoleoylGPCP160161",-0.0263139996418292,0.036,0.470234342050401,"Continuous"
"9","enylpalmitoyl2palmitoylGPCP160160",-0.0145043795689769,0.038,0.705765009995063,"Continuous"
"10","enylpalmitoylGPCP160",-0.012577022178483,0.035,0.718851934538522,"Continuous"
"11","enylpalmitoylGPEP160",-0.0234125538581172,0.034,0.49096454861007,"Continuous"
"12","enylstearoyl2arachidonoylGPEP180204",-0.0277969425744058,0.036,0.445131450520205,"Continuous"
"13","enylstearoyl2linoleoylGPEP180182",-0.0277713329801858,0.032,0.38483887176819,"Continuous"
"14","enylstearoyl2oleoylGPEP180181",-0.0297930588807402,0.032,0.348389961639882,"Continuous"
"15","enylstearoylGPEP180",-0.0181782161326462,0.034,0.594494146831952,"Continuous"
"16","dilinoleoylGPC182182",0.00615181547909131,0.031,0.84495471772988,"Continuous"
"17","dipalmitoylGPC160160",-0.0328659023903725,0.036,0.359782109910793,"Continuous"
"18","dimethylurate13",-0.0460636726120283,0.031,0.143073072156556,"Continuous"
"19","anhydroglucitol15AG",0.0323352168018033,0.038,0.400016251805612,"Continuous"
"20","dimethylurate17",-0.0439886213318232,0.031,0.149636730987039,"Continuous"
"21","heptadecenoate171n7",-0.0187765246627367,0.044,0.667656611897061,"Continuous"
"22","nonadecenoate191n9",-0.0258790157436774,0.04,0.512893036965163,"Continuous"
"23","undecenoate111n1",0.0021549963624792,0.029,0.941040939944042,"Continuous"
"24","DiHOME1213",0.0592283318945394,0.036,0.104123766877507,"Continuous"
"25","HETE",0.028725028122171,0.035,0.415921027517759,"Continuous"
"26","HODE9HODE",-0.0269637363211758,0.034,0.422530640626992,"Continuous"
"27","ahydroxyDHEA3sulfate",0.0187696686110446,0.035,0.589420299506131,"Continuous"
"28","hydroxypalmitate16",-0.0693477256174522,0.041,0.0886758741979447,"Continuous"
"29","methylstearate",-0.0317430032377881,0.04,0.427958054559949,"Continuous"
"30","arachidonoylGPA204",0.00214512409616228,0.031,0.945554757612607,"Continuous"
"31","arachidonoylGPC204n6",-0.0415162445441314,0.041,0.306066409039823,"Continuous"
"32","arachidonoylGPE204n6",-0.0432463167045728,0.04,0.280994165687034,"Continuous"
"33","arachidonoylGPI204",-0.0216763653960883,0.034,0.523134075427571,"Continuous"
"34","arachidonylglycerol204",-0.0382590790519565,0.036,0.285184960952475,"Continuous"
"35","dihomolinolenylglycerol203",-0.0154222726020263,0.038,0.681771993841156,"Continuous"
"36","docosahexaenoylglycerol226",0.00681323891862489,0.04,0.864905842636893,"Continuous"
"37","lignoceroylGPC240",0.00310010972734454,0.034,0.926465813927019,"Continuous"
"38","linolenoylglycerol183",0.0353890846990432,0.037,0.340004737448522,"Continuous"
"39","linolenoylGPC183",-0.0176537472646436,0.04,0.660129258061724,"Continuous"
"40","linoleoyl2arachidonoylGPC182204n6",-0.00854824314714855,0.038,0.821011780173587,"Continuous"
